_id,id_bank,id_city,address,address_ua,address_en,time,time_ua,time_en,position,position_ua,position_en,type,type_ua,type_en,latitude,longitude,comment
,1,36,"ул. ленина, 2 а","вул. леніна, 2 а","st. Lenin, 2 and",Круглосуточно,цілодобово,clock,Внутренний (Зона 24),Внутрішній (Зона 24 ),Internal ( Zone 24),Банковское подразделение,банківський підрозділ,banking division,48.441151,34.805741,
,7,36,"ул. ленина, 30","вул. леніна, 30","st. Lenin, 30",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.4409277,34.799946,
,15,36,"ул. ленина, 36","вул. леніна, 36","st. Lenin, 36",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.440874,34.8013463,
,12,36,"ул. ливарная, 17","вул. Ливарна, 17","st. livarnaya, 17",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.466248,35.062009,
,5,36,"ул. малиновского, 6","вул. малиновского, 6","st. Malinowski, 6",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.482002,35.066489,
,15,36,"ул. маршала малиновского, 2","вул. маршала малиновского, 2","st. Marshal Malinovsky, 2",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Другие или неподдающиеся классификации,Інші або не підлягають класифікації,Other or unclassifiable,48.4837638,35.0639498,
,15,36,"ул. метростроевская, 19","вул. метробудівська, 19","st. Metrostroevskaya, 19",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.4775786,34.9132621,
,15,36,"ул. миронова, 30","вул. миронова, 30","st. Mironov, 30",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.4698385,35.0496054,
,3,36,"ул. миронова, 5","вул. миронова, 5","st. Mironov, 5",09:00 - 20:00,9:00 - 20:00,09:00 - 20:00,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.4671701,35.0481865,
,14,36,"ул. набережная ленина, 27","вул. набережна леніна, 27","st. Lenin's Quay, 27",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.470725,35.04869,
,15,36,"ул. набережная победы, 56","вул. набережна перемоги, 56","st. embankment victory, 56",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.436557,35.068546,
,17,36,"ул. нижнеднепровская, 17","вул. нижнеднепровская, 17","st. Nyzhn'odniprovs'ka, 17",09:00 - 22:00,9:00 - 22:00,09:00 - 22:00,1-й этаж,1 -й поверх,1st floor,Торговый центр,Торговий центр,shopping Center,48.5294163,35.030787,
,10,36,"ул. нижнеднепровская, 17","вул. нижнеднепровская, 17","st. Nyzhn'odniprovs'ka, 17",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.5294163,35.030787,
,15,36,"ул. новокрымская, 3 а","вул. Новокримська, 3 а","st. novokrymskaya, 3 and",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Торговый центр,Торговий центр,shopping Center,48.4281,35.010056,
,17,36,"ул. паникахи, 5","вул. Панікахи, 5","st. Panikakhi, 5",08:00 - 20:00,8:00 - 20:00,08:00 - 20:00,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,48.4036793,35.0387657,
,15,36,"ул. пастера, 12","вул. пастера, 12","st. Pasteur, 12",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.477026,35.021397,
,1,36,"ул. пастера, 2","вул. пастера, 2","st. Pasteur, 2",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.475111,35.02048,
,14,36,"ул. петровского, 13","вул. петровського, 13","st. Petrine, 13",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.4666454,35.20377,
,4,36,"ул. поля, 2","вул. поля, 2","st. field, 2",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,48.4673231,35.0594383,
,15,36,"ул. рабочая, 152","вул. робоча, 152","st. working, 152",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.450135,35.001329,
,9,36,"ул. рабочая, 168","вул. робоча, 168","st. working, 168",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.443498,34.99789,
,9,36,"ул. рогалёва, 33","вул. рогалёва, 33","st. Rogalyov, 33",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.4679313,35.0567535,
,21,36,"ул. серова, 4","вул. серова, 4","st. Serov, 4",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,48.468215,35.036421,
,5,36,"ул. столярова, 7","вул. Столярова, 7","st. Stolyarov, 7",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.474481,35.032312,
,10,36,"ул. титова, 11","вул. титова, 11","st. Titova, 11",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.429643,35.011116,
,1,36,"ул. титова, 13","вул. титова, 13","st. Titova, 13",Круглосуточно,цілодобово,clock,Внутренний (Зона 24),Внутрішній (Зона 24 ),Internal ( Zone 24),Банковское подразделение,банківський підрозділ,banking division,48.429844,35.009858,
,15,36,"ул. титова, 36","вул. титова, 36","st. Titova, 36",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Торговый центр,Торговий центр,shopping Center,48.4329664,35.0023717,
,3,36,"ул. титова, 8","вул. титова, 8","st. Titova, 8",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.4310497,35.0085998,
,6,36,"ул. титова, 8","вул. титова, 8","st. Titova, 8",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.4310497,35.0085998,
,15,36,"ул. ударников, 42","вул. ударників, 42","st. drummers, 42",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,48.479461,34.9937971,
,5,36,"ул. ударников, 54","вул. ударників, 54","st. drummers, 54",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,"Фабрика, завод, организация",Фабрика ,Factory,48.479461,34.9937971,
,14,36,"ул. харьковская, 2","вул. харківська, 2","st. Kharkov, 2",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.4630689,35.0501391,
,1,36,"ул. херсонская, 26","вул. херсонська, 26","st. Kherson, 26",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,Почтовое учреждение,Поштове установа,post office,48.4612678,35.02997,
,9,36,"ул. центральная, 12","вул. центральна, 12","st. central, 12",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.4658541,35.0460434,
,9,36,"ул. челюскина, 12","вул. Челюскіна, 12","st. Chelyuskina, 12",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.465168,35.04003,
,3,36,"ул. чкалова, 12","вул. чкалова, 12","st. Chkalov, 12",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.459546,35.042284,
,6,36,"ул. чкалова, 21","вул. чкалова, 21","st. Chkalov, 21",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,48.459143,35.041512,
,17,36,"ул. шевченко, 59","вул. шевченко, 59","st. Shevchenko, 59",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.461755,35.04671,
,8,36,"ул. шмидта, 2","вул. шмидта, 2","st. Schmidt, 2",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.472166,35.022184,
,8,36,"ул. южная, 2","вул. південна, 2","st. The South, 2",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.459632,35.049271,
,15,37,"ул. тепличная, 1","вул. теплична, 1","st. hothouse, 1",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,"Фабрика, завод, организация",Фабрика ,Factory,0,0,
,3,38,"ул. гагарина, 10/47","вул. гагарина, 10/47","st. Gagarin, 10/47",09:00 - 18:00,9:00 - 18:00,09:00 - 18:00,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.3468071,33.4985456,
,1,38,"ул. горького, 2","вул. гіркого, 2","st. bitter, 2",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,48.3510112,33.5020802,
,1,38,"ул. железнодорожная, 13","вул. залізнична, 13","st. train, 13",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,"Фабрика, завод, организация",Фабрика ,Factory,48.361323,33.4920928,
,1,38,"ул. кропоткина, 35","вул. Кропоткіна, 35","st. Kropotkin, 35",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.340744,33.485355,
,2,38,"ул. петровского, 43","вул. петровського, 43","st. Petrine, 43",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,48.3467694,33.5060995,
,1,38,"ул. петровского, 64/2","вул. петровського, 64/2","st. Petrine, 64/2",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,Банковское подразделение,банківський підрозділ,banking division,48.3458419,33.4922478,
,8,39,"ул. строителей, 11 а","вул. будівельників, 11 а","st. builders, 11 and",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Торговый центр,Торговий центр,shopping Center,56.3826259,61.9678729,
,8,40,"ул. ленина, 36","вул. леніна, 36","st. Lenin, 36",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,0,0,
,15,41,"бул. вечерний, 33","бул. вечірній, 33","bul. evening, 33",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Другие или неподдающиеся классификации,Інші або не підлягають класифікації,Other or unclassifiable,47.9372895,33.4347412,
,2,41,м-н 4-й заречный,м - н 4 -й Зарічний,md 4th Zarechnyj,Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.998958,33.480734,
,15,41,"м-н 4-й заречный, 20 в","м - н 4 -й Зарічний, 20 в","md 4th Zarechnyj, 20",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.0009631,33.4798867,
,21,41,"м-н 5-й заречный, 5","м - н 5 -й Зарічний, 5","md 5th Zarechnyj, 5",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Торговый центр,Торговий центр,shopping Center,47.998384,33.48095,
,1,41,"м-н 5-й заречный, 5","м - н 5 -й Зарічний, 5","md 5th Zarechnyj, 5",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.998384,33.48095,
,15,41,"м-н солнечный, 60/2","м - н сонячний, 60/2","m -n solar, 60/2",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.9487248,33.4409631,
,2,41,"пл. освобождения, 1","пл. звільнення, 1","pl. release, 1",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9077941,33.3427812,
,15,41,"пл. освобождения, 1 к","пл. звільнення, 1 до","pl. release, 1 to",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Торговый центр,Торговий центр,shopping Center,47.9077941,33.3427812,
,2,41,"проспект 200-летия кривого рога, 7 а","проспект 200 - річчя Кривого Рогу, 7 а","Prospect of the 200th anniversary of Krivoy Rog, 7 and",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Торговый центр,Торговий центр,shopping Center,47.9648049,33.4360283,
,15,41,"проспект 200-летия кривого рога, 7 д","проспект 200 - річчя Кривого Рогу, 7 д","Prospect of the 200th anniversary of Krivoy Rog, 7 d",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.9648049,33.4360283,
,15,41,"проспект 30-летия победы, 1","проспект 30 - річчя перемоги, 1","Prospect of the 30th anniversary of victory, 1",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Торговый центр,Торговий центр,shopping Center,47.9487777,33.4349107,
,17,41,"проспект гагарина, 13","проспект гагарина, 13","Gagarin Avenue, 13",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9104022,33.39553,
,6,41,"проспект гагарина, 14","проспект гагарина, 14","Gagarin Avenue, 14",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,47.9096274,33.3981524,
,1,41,"проспект гагарина, 15","проспект гагарина, 15","Gagarin Avenue, 15",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9103394,33.3962573,
,8,41,"проспект гагарина, 25","проспект гагарина, 25","Gagarin Avenue, 25",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9099674,33.4001962,
,9,41,"проспект гагарина, 25 а","проспект гагарина, 25 а","Gagarin Avenue, 25 and",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,47.9099674,33.4001962,
,10,41,"проспект гагарина, 38","проспект гагарина, 38","Gagarin Avenue, 38",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9090004,33.404935,
,15,41,"проспект гагарина, 4 б","проспект гагарина, 4 б","Gagarin Avenue, 4 b",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.9098135,33.3933416,
,4,41,"проспект гагарина, 51","проспект гагарина, 51","Gagarin Avenue, 51",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,47.9091843,33.4086576,
,15,41,"проспект гагарина, 69","проспект гагарина, 69","Gagarin Avenue, 69",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.9081694,33.4193703,
,10,41,"проспект карла маркса, 20","проспект Карла Маркса, 20","prospect of Karl Marx, 20",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.903776,33.342285,
,3,41,"проспект карла маркса, 25/2","проспект Карла Маркса, 25/2","prospect of Karl Marx, 25/2",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,47.9055421,33.3422397,
,1,41,"проспект карла маркса, 28","проспект Карла Маркса, 28","prospect of Karl Marx, 28",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,Банковское подразделение,банківський підрозділ,banking division,47.9050252,33.3431258,
,21,41,"проспект карла маркса, 32","проспект Карла Маркса, 32","prospect of Karl Marx, 32",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,47.9056361,33.3432779,
,20,41,"проспект карла маркса, 48","проспект Карла Маркса, 48","prospect of Karl Marx, 48",09:00 - 18:00,9:00 - 18:00,09:00 - 18:00,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,47.9081467,33.3448408,
,1,41,"проспект карла маркса, 48","проспект Карла Маркса, 48","prospect of Karl Marx, 48",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.9081467,33.3448408,
,14,41,"проспект металлургов, 21 а","проспект металургів, 21 а","avenue of Metallurgists, 21 and",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,47.9014372,33.3928453,
,17,41,"проспект металлургов, 22","проспект металургів, 22","avenue of Metallurgists, 22",09:00 - 18:00,9:00 - 18:00,09:00 - 18:00,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,47.898154,33.394718,
,21,41,"проспект металлургов, 36","проспект металургів, 36","avenue of Metallurgists, 36",09:00 - 20:00,9:00 - 20:00,09:00 - 20:00,Холл,Холл,Hall,Торговый центр,Торговий центр,shopping Center,47.902218,33.393978,
,8,41,"проспект металлургов, 9","проспект металургів, 9","avenue of Metallurgists, 9",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.899792,33.3932648,
,15,41,"проспект металлургов, 9/65","проспект металургів, 9/65","avenue of Metallurgists, 9/65",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,47.899792,33.3932648,
,3,41,"проспект мира, 33","проспект світу, 33","prospect of peace, 33",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,47.9091597,33.3879887,
,2,41,"проспект мира, 7 б","проспект світу, 7 б","prospect of peace, 7 b",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9050357,33.376759,
,15,41,"проспект мира, 7/357","проспект світу, 7/357","prospect of peace, 7/357",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.905411,33.373891,
,1,41,"проспект южный, 26","проспект південний, 26","avenue south, 26",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.839168,33.347341,
,15,41,"проспект южный, 27/35","проспект південний, 27/35","avenue south, 27/35",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,47.8412552,33.3469015,
,2,41,"проспект южный, 32","проспект південний, 32","avenue south, 32",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.840526,33.348369,
,2,41,"ул. 23-го февраля, 164","вул. 23-го лютого, 164","st. On February 23, 164",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,47.910483,33.391783,
,2,41,"ул. 50-летия октября, 26","вул. 50 - летия октября, 26","st. 50th anniversary of the October, 26",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.973098,33.4575299,
,1,41,"ул. водопьянова, 9","вул. ВОДОП'ЯНОВА, 9","st. Vodopiyanov, 9",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.933856,33.438621,
,1,41,"ул. волгоградская, 19","вул. волгоградська, 19","st. Volgograd, 19",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,"Фабрика, завод, организация",Фабрика ,Factory,47.912556,33.39069,
,10,41,"ул. волгоградская, 9","вул. волгоградська, 9","st. Volgograd, 9",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9099248,33.3912208,
,2,41,"ул. есенина, 7","вул. есенина, 7","st. Esenina, 7",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9097876,33.3960288,
,1,41,"ул. кимовская, 57","вул. Кимовск, 57","st. Kimovsky, 57",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,"Фабрика, завод, организация",Фабрика ,Factory,47.8354471,33.3691248,
,1,41,"ул. кириленко, 17 б","вул. кириленко, 17 б","st. Kirilenko, 17 b",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.9009343,33.4593434,
,1,41,"ул. косиора, 16","вул. косиора, 16","st. Kosiora, 16",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,Банковское подразделение,банківський підрозділ,banking division,47.899242,33.398992,
,15,41,"ул. косиора, 51","вул. косиора, 51","st. Kosiora, 51",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,47.901172,33.408015,
,5,41,"ул. костенко, 15/10","вул. костенко, 15/10","st. kostenko, 15/10",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9074488,33.4036592,
,19,41,"ул. костенко, 17","вул. костенко, 17","st. kostenko, 17",Круглосуточно,цілодобово,clock,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,47.9062315,33.4034009,
,3,41,"ул. кремлевская, 21","вул. кремлівська, 21","st. Kremlin, 21",09:00 - 20:00,9:00 - 20:00,09:00 - 20:00,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,47.99761,33.440945,
,2,41,"ул. кремлевская, 28","вул. кремлівська, 28","st. Kremlin, 28",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Другие или неподдающиеся классификации,Інші або не підлягають класифікації,Other or unclassifiable,47.999006,33.443016,
,15,41,"ул. ленина, 55","вул. леніна, 55","st. Lenin, 55",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,47.9009212,33.3433472,
,1,41,"ул. лермонтова, 37","вул. лермонтова, 37","st. Lermontov, 37",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.9039222,33.3557402,
,1,41,"ул. лермонтова, 37","вул. лермонтова, 37","st. Lermontov, 37",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,Банковское подразделение,банківський підрозділ,banking division,47.9039222,33.3557402,
,15,41,"ул. лисового, 14 а","вул. Лісового, 14 а","st. Lisovoy, 14 and",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.948423,33.451971,
,2,41,"ул. мелешкина, 11","вул. Мелешкіна, 11","st. Meleshkina, 11",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,"Фабрика, завод, организация",Фабрика ,Factory,47.9379462,33.405815,
,1,41,"ул. мелешкина, 14","вул. Мелешкіна, 14","st. Meleshkina, 14",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,Банковское подразделение,банківський підрозділ,banking division,47.937124,33.406562,
,15,41,"ул. мелешкина, 25","вул. Мелешкіна, 25","st. Meleshkina, 25",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Предприятие с ограниченным доступом,Підприємство з обмеженим доступом,Company with limited access,47.9412758,33.4137145,
,3,41,"ул. мусоргского, 14","вул. Мусоргського, 14","st. Mussorgsky, 14",Круглосуточно,цілодобово,clock,1-й этаж,1 -й поверх,1st floor,Банковское подразделение,банківський підрозділ,banking division,48.033792,33.478256,
,15,41,"ул. мусоргского, 17","вул. Мусоргського, 17","st. Mussorgsky, 17",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,48.0335293,33.4765376,
,1,41,"ул. мусоргского, 17","вул. Мусоргського, 17","st. Mussorgsky, 17",Круглосуточно,цілодобово,clock,Внутренний,внутрішній,internal,Банковское подразделение,банківський підрозділ,banking division,48.0335293,33.4765376,
,2,41,"ул. мусоргского, 22","вул. Мусоргського, 22","st. Mussorgsky, 22",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Другие или неподдающиеся классификации,Інші або не підлягають класифікації,Other or unclassifiable,48.036044,33.47994,
,17,41,"ул. окружная, 127","вул. окружна, 127","st. district, 127",09:00 - 18:00,9:00 - 18:00,09:00 - 18:00,1-й этаж,1 -й поверх,1st floor,"Фабрика, завод, организация",Фабрика ,Factory,47.9176412,33.3062687,
,1,41,"ул. орджоникидзе, 1","вул. орджоникидзе, 1","st. Ordzhonikidze, 1",Круглосуточно,цілодобово,clock,Внутренний (кассы 1),Внутрішній ( каси 1 ),Internal ( 1 offices ),"Фабрика, завод, организация",Фабрика ,Factory,47.8837546,33.3909812,
,1,41,"ул. орджоникидзе, 1","вул. орджоникидзе, 1","st. Ordzhonikidze, 1",Круглосуточно,цілодобово,clock,Внутренний (кассы 2),Внутрішній ( каси 2 ),Internal ( 2 offices ),"Фабрика, завод, организация",Фабрика ,Factory,47.8837546,33.3909812,
,1,41,"ул. орджоникидзе, 1","вул. орджоникидзе, 1","st. Ordzhonikidze, 1",Круглосуточно,цілодобово,clock,Внутренний (холл 1),Внутрішній ( хол 1 ),Internal ( Hall 1 ),"Фабрика, завод, организация",Фабрика ,Factory,47.8837546,33.3909812,
,1,41,"ул. орджоникидзе, 1","вул. орджоникидзе, 1","st. Ordzhonikidze, 1",Круглосуточно,цілодобово,clock,Внутренний (холл 2),Внутрішній ( хол 2 ),Internal ( Hall 2 ),"Фабрика, завод, организация",Фабрика ,Factory,47.8837546,33.3909812,
,2,41,"ул. орджоникидзе, 18/18","вул. орджоникидзе, 18/18","st. Ordzhonikidze, 18/18",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.882816,33.383205,
,1,41,"ул. орджоникидзе, 43","вул. орджоникидзе, 43","st. Ordzhonikidze, 43",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.8802708,33.3732128,
,1,41,"ул. орджоникидзе, 54","вул. орджоникидзе, 54","st. Ordzhonikidze, 54",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.8794426,33.3688803,
,1,41,"ул. орджоникидзе, 9","вул. орджоникидзе, 9","st. Ordzhonikidze, 9",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.8821298,33.3841272,
,2,41,"ул. симбирцева, 1","вул. Симбірцева, 1","st. Simbirtseva, 1",09:00 - 19:00,9:00 - 19:00,09:00 - 19:00,Холл,Холл,Hall,Банковское подразделение,банківський підрозділ,banking division,48.018413,33.465016,
,15,41,"ул. тбилисская, 2","вул. тбіліська, 2","st. Tbilisi, 2",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Банковское подразделение,банківський підрозділ,banking division,47.8808132,33.3691081,
,1,41,"ул. тухачевского, 65","вул. Тухачевського, 65","st. Tukhachevsky, 65",Круглосуточно,цілодобово,clock,Наружный,зовнішній,Outdoor,Торговый центр,Торговий центр,shopping Center,47.973937,33.436771,
