_id,id_bank,id_city,address,time,position,description,latitude,longitude,comment
,22,64,"пл. Конституции, 1",09:00 - 18:00,Холл,Банковское подразделение,null,null,null
,23,64,"пр. Богдана Хмельницкого, 16",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,3,64,"пр. Гринкевича, 7",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,10,64,"пр. Гурова, 4",Круглосуточно,Холл,Банковское подразделение,null,null,null
,5,64,"пр. Ильича, 1/119",Круглосуточно,Наружный,Торговый центр,null,null,null
,3,64,"пр. Ильича, 19 В",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,64,"пр. Ильича, 19 Е",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,3,64,"пр. Ильича, 21 В",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,64,"пр. Ильича, 21 В",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,17,64,"пр. Ильича, 7",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,64,"пр. Киевский, 20 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,19,64,"пр. Киевский, 48",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,3,64,"пр. Киевский, 73 А",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,5,64,"пр. Комсомольский, 15",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,19,64,"пр. Лагутенко, 14",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,16,64,"пр. Ленинский, 11",Круглосуточно,Холл,Торговый центр,null,null,null
,14,64,"пр. Ленинский, 18",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,64,"пр. Ленинский, 4",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,6,64,"пр. Мира, 15",Круглосуточно,Холл,Банковское подразделение,null,null,null
,8,64,"пр. Мира, 17",Круглосуточно,Наружный,Торговый центр,null,null,null
,7,64,"пр. Мира, 4",Круглосуточно,Холл,Банковское подразделение,null,null,null
,8,64,"пр. Павших Коммунаров, 2",Круглосуточно,Холл,"Игровые, развлекательные центры, кафе, рестораны",null,null,null
,3,64,"пр. Панфилова, 15 И",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,64,"пр. Панфилова, 21, корп. 5",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,64,"пр. Панфилова, 67",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,4,64,"пр. Панфилова, 86 А",Круглосуточно,Холл,Гостиница,null,null,null
,5,64,"пр-т Киевский, 73 А",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,64,"ул. 1-я Александровка, 9",Круглосуточно,Холл,Предприятие с ограниченным доступом,null,null,null
,5,64,"ул. 25-летия РККА, 3 А",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,11,64,"ул. Артема, 100",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,14,64,"ул. Артема, 121",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,10,64,"ул. Артема, 133",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,64,"ул. Артема, 143 ",Круглосуточно,Наружный,Торговый центр,null,null,null
,1,64,"ул. Артема, 157",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,1,64,"ул. Артема, 169 Г",Круглосуточно,Внутренний ,"Фабрика, завод, организация",null,null,null
,1,64,"ул. Артема, 169 С",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,null,null,null
,8,64,"ул. Артема, 171",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,64,"ул. Артема, 173 А",08:45 - 17:00,Наружный,Банковское подразделение,null,null,null
,16,64,"ул. Артема, 204 Б",Круглосуточно,Холл,Торговый центр,null,null,null
,1,64,"ул. Артема, 282",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,10,64,"ул. Артема, 45",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,64,"ул. Артема, 49",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,6,64,"ул. Артема, 75/77",Круглосуточно,Холл,Банковское подразделение,null,null,null
,21,64,"ул. Артема, 93",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,64,"ул. Бахметьева, 46 А",Круглосуточно,Внутренний,Предприятие с ограниченным доступом,null,null,null
,8,64,"ул. Бахметьева, 47",Круглосуточно,Холл,Другие или неподдающиеся классификации,null,null,null
,14,64,"ул. Бехтерева, 17",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,64,"ул. Взлетная, 1",Круглосуточно,1-й этаж,Аэропорт,null,null,null
,14,64,"ул. Ельницкая, 1",Круглосуточно,1-й этаж,Медицинские учреждения,null,null,null
,8,64,"ул. Звягильского, 63",Круглосуточно,Наружный,Торговый центр,null,null,null
,8,64,"ул. Земледельческая, 32",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,14,64,"ул. Ивана Ткаченко, 122",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,1,64,"ул. Ивана Ткаченко, 122",Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,2,64,"ул. Кирова, 2",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,64,"ул. Клиническая, 11",Круглосуточно,1-й этаж,Медицинские учреждения,null,null,null
,1,64,"ул. Коммунаров, 1",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,14,64,"ул. Майская, 86 А",10:00 - 21:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,64,"ул. Октября, 26 В",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,1,64,"ул. Петровского, 74",Круглосуточно,Внутренний,Предприятие с ограниченным доступом,null,null,null
,1,64,"ул. Полоцкая, 11",Круглосуточно,Холл (Зона 24),Банковское подразделение,null,null,null
,1,64,"ул. Постышева, 127",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,null,null,null
,14,64,"ул. Постышева, 131",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,11,64,"ул. Постышева, 137 А",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,18,64,"ул. Постышева, 83",Круглосуточно,Холл,Банковское подразделение,null,null,null
,4,64,"ул. Постышева, 83",Круглосуточно,Холл,Банковское подразделение,null,null,null
,3,64,"ул. Постышева, 83",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,5,64,"ул. Пушкина, 20",Круглосуточно,Холл,Банковское подразделение,null,null,null
,9,64,"ул. Розы Люксембург, 12 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,9,64,"ул. Розы Люксембург, 84 Б",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,12,64,"ул. Соколиная, 1 А",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,10,64,"ул. Соколиная, 38",07:00 - 22:00,1-й этаж,Торговый центр,null,null,null
,8,64,"ул. Соколиная, 38",Круглосуточно,Наружный,Торговый центр,null,null,null
,23,64,"ул. Софийская, 1",Круглосуточно,Внутренний (проходная),"Фабрика, завод, организация",null,null,null
,14,64,"ул. Софийская, 1",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,8,64,"ул. Стадионная, 22",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,8,64,"ул. Стадионная, 3 Д",Круглосуточно,Холл,Торговый центр,null,null,null
,10,64,"ул. Стадионная, 3 Д",07:00 - 23:00,1-й этаж,Торговый центр,null,null,null
,16,64,"ул. Текстильщиков, 8 А",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,14,64,"ул. Терешковой, 11",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,16,64,"ул. Туполева, 7 Б",Круглосуточно,Холл,Торговый центр,null,null,null
,24,64,"ул. Университетская, 1",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,null,null,null
,20,64,"ул. Университетская, 10",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,64,"ул. Университетская, 12",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,8,64,"ул. Университетская, 13",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,1,64,"ул. Университетская, 40",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,64,"ул. Университетская, 46",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,10,64,"ул. Университетская, 73",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,8,64,"ул. Университетская, 8",Круглосуточно,Холл,Торговый центр,null,null,null
,8,64,"ул. Фабричная, б\н",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,19,64,"ул. Челюскинцев, 161",Круглосуточно,Холл,Банковское подразделение,null,null,null
,14,64,"ул. Челюскинцев, 163 А",09:00 - 23:00,1-й этаж,Другие или неподдающиеся классификации,null,null,null
,12,64,"ул. Челюскинцев, 170",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,11,64,"ул. Челюскинцев, 69 А",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,1,64,Шахта им. Засядько,Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,1,65,"ул. Ленина, 22",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,1,65,"ул. Ленина, 7",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,14,66,"пр. Горняков, 21",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,14,66,"пр. Металлургов, 65 А",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,8,66,"ул. Ленина, 103",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,66,"ул. Ленина, 96",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,14,66,"ул. Магистральная, 1",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,1,19,"Шахта ""Ждановская"", 1",Круглосуточно,Внутренний,Предприятие с ограниченным доступом,null,null,null
,2,67,"пр. Ломоносова, 127",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,68,"бул. Краматорский, 14",08:00 - 20:59,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,68,"завод ""Энергомашспецсталь""",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,8,68,"пр. Мира, 6",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,4,68,"ул. Вознесенского, 25",Круглосуточно,Холл,Банковское подразделение,null,null,null
,21,68,"ул. Вознесенского, 31",Круглосуточно,Холл,Банковское подразделение,null,null,null
,5,68,"ул. Дворцова, 37",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,3,68,"ул. Марата, 14 А",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,1,68,"ул. Орджоникидзе, 1",Круглосуточно,Наружный,Предприятие с ограниченным доступом,null,null,null
,1,68,"ул. Орджоникидзе, 6",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,68,"ул. Совхозная, 15",Круглосуточно,Наружный (проходная),"Фабрика, завод, организация",null,null,null
,14,68,"ул. Хмельницкого, 13/22",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,68,"ул. Хмельницкого, 15",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,68,"ул. Шкадинова, 42",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,69,"пр. Шахтостроителей, 1 Б",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,69,"пр. Шахтостроителей, 10",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,69,"ул. Горького, 59",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,69,"ул. Днепропетровская, 32",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,5,69,"ул. Шахтостроителей, 11",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,70,"ул.  Магистральная, 62 Д",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,1,71,"ул. Рабочая, 15 В",Круглосуточно,Холл,Предприятие с ограниченным доступом,null,null,null
,18,72,"пр. Генерала Данилова, 71 А",Круглосуточно,Холл,Торговый центр,null,null,null
,8,72,"пр. Ленина / ул. Артема, б/н",Круглосуточно,Наружный,Другие или неподдающиеся классификации,null,null,null
,14,72,"пр. Ленина, 41/33",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,3,72,"пр. Ленина, 57 А",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,10,72,"пр. Ленина, 65",Круглосуточно,Холл,Банковское подразделение,null,null,null
,2,72,"пр. Ленина, 69/23",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,10,72,ул. 250-летия Донбасса,08:00 - 22:00,1-й этаж,Торговый центр,null,null,null
,1,72,"ул. 50-летия СССР, 5",Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,2,72,"ул. Державина, 2",07:30 - 19:00,Холл,Другие или неподдающиеся классификации,null,null,null
,5,72,"ул. Ленина, 59",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,18,72,"ул. Московская, 2",Круглосуточно,Наружный,Торговый центр,null,null,null
,1,72,"ул. Московская, 22",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,72,"ул. Московская, 29/48",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,8,72,"ул. Московская, 60",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,72,"ул. Патона, 1/3",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,72,"ул. Победы, б/н",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,8,72,"ул. Советская, 219",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,14,72,"ул. Энгельса, 13",08:00 - 23:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,72,ул. Ярошенко,Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,1,73,"пр. Ильича, 135",Круглосуточно,Наружный,Торговый центр,null,null,null
,8,73,"пр. Ленина, 14",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,73,"пр. Ленина, 23",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,15,73,"пр. Ленина, 23 А",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,73,"пр. Ленина, 67/30",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,10,73,"пр. Ленина, 72",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,73,"пр. Ленина, 75 Б",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,73,"пр. Ленина, 81",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,73,"пр. Ленина, 87 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,73,"пр. Металлургов, 155 А",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,3,73,"пр. Металлургов, 68",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,73,"пр. Металлургов, 94",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,19,73,"пр. Нахимова, 116 Б",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,73,"пр. Победы, 32/42",Круглосуточно,Холл,Банковское подразделение,null,null,null
,3,73,"пр. Победы, 98",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,73,"пр. Строителей, 125 Б",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,1,73,"ул. 60-летия СССР, 16/118",Круглосуточно,Наружный,Торговый центр,null,null,null
,5,73,"ул. Артема, 37",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,6,73,"ул. Греческая, 34",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,73,"ул. Киевская, 31",Круглосуточно,Наружный,Торговый центр,null,null,null
,1,73,"ул. Мамина Сибиряка, 37",Круглосуточно,Наружный,Торговый центр,null,null,null
,1,73,"ул. Машиностроителей,1",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,1,73,"ул. Машиностроителей,1",Круглосуточно,Наружный,Предприятие с ограниченным доступом,null,null,null
,1,73,"ул. Машиностроителей,1",10:00 - 18:00,Внутренний,Предприятие с ограниченным доступом,null,null,null
,1,73,"ул. Машиностроителей,1",Круглосуточно,Внутренний,Другие или неподдающиеся классификации,null,null,null
,11,73,"ул. Энгельса, 1",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,74,"пр. Ворошилова, 45",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,75,"пр. 40-летия Октября, 36",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,14,75,"пр. 40-летия Октября, 46",08:00 - 22:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,75,"ул. Новогродовская, 1",08:00 - 23:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,75,"ул. Новогродовская, 1",09:00 - 22:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,75,"ул. Шахтная, 1",10:00 - 23:00,1-й этаж,Торговый центр,null,null,null
,14,75,"ул. Шахтная, 1",09:00 - 22:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,75,"ул. Шахтная, 1",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,1,76,"ул. Чапаева, 19",Круглосуточно,Наружный,Другие или неподдающиеся классификации,null,null,null
,1,77,"Шахта ""Пионер""",Круглосуточно,Холл,Предприятие с ограниченным доступом,null,null,null
,11,78,"ул. Дзержинского, 42",Круглосуточно,1-й этаж (Зона 24),Предприятие с ограниченным доступом,null,null,null
,1,79,"ул. Первомайская, 42",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,1,80,"ул. Минеральная, 15",Круглосуточно,Холл,Предприятие с ограниченным доступом,null,null,null
,15,81,"ул. Почтовая, 89",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,19,82,"ул. Солянников, 3",Круглосуточно,Внутренний ,"Фабрика, завод, организация",null,null,null
,14,83,"ул. Украинского, 4",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,84,"ул. Северная, 1",09:00 - 22:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,85,"ул. Карла Маркса, 1",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,14,85,"ул. Карла Маркса, 10",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,85,"ул. Карла Маркса, 41",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,85,"ул. Карла Маркса, 7",Круглосуточно,2-й этаж,Банковское подразделение,null,null,null
,5,86,пгт. Черкассий,08:00 - 20:00,Холл,"Фабрика, завод, организация",null,null,null
,21,86,"ул. Золочевского, 1",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,1,86,"ул. Карла Маркса, 23",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,86,"ул. Комяхова, 71",07:00 - 22:00,Внутренний,Торговый центр,null,null,null
,5,86,"ул. Ленина, 42",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,86,"ул. Ленина, 56",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,8,86,"ул. Октябрьской революции, 3",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,21,86,"ул. Павлова, 1",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,2,86,"ул. Шевченко, 12",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,86,"ул. Юных Коммунар, 80",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,87,"ул. Дзержинского, 2",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,19,88,"ул. Лермонтова, 1",Круглосуточно,Внутренний ,"Фабрика, завод, организация",null,null,null
,19,88,"ул. Октябрьская, 11",Круглосуточно,Внутренний ,"Фабрика, завод, организация",null,null,null
,19,88,"ул. Октябрьская, 4",Круглосуточно,Внутренний ,"Фабрика, завод, организация",null,null,null
,14,89,"ул. Баумана, 17/1",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,89,"ул. Набережная, 73",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,90,"ул. Трифонова, 8 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,90,"ул. Южнодонбасская, 1",08:00 - 23:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,8,91,"ул. Железнодорожная, 53",Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,14,92,"ул. Октябрьская, 1",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,92,"ул. Октябрьская, 1",08:00 - 23:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,1,93,"2-й микрорайон, 2",Круглосуточно,Наружный,Предприятие с ограниченным доступом,null,null,null
,15,94,м-н Металлургов,Круглосуточно,Наружный,Торговый центр,null,null,null
,5,94,"ул. Вокзальная, 68",09:00 - 18:00,Наружный,Банковское подразделение,null,null,null
,14,94,"ул. Краснознаменная, 168",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,1,94,"ул. Октябрьская, 41",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,15,94,"ул. Филатова, 9",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,15,94,"ул. Шалимова, 17 А",Круглосуточно,Наружный,Торговый центр,null,null,null
,8,94,"ул. Шалимова, 2",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,94,"Шахта ""Иловайская""",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,95,"ул. Кирова, 37",Круглосуточно,2-й этаж,Медицинские учреждения,null,null,null
,14,95,"ул. Крупской, 36",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,95,"ул. Ленина, 22",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,95,"ул. Радищева, 7",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,95,"ул. Суворова, 26",Круглосуточно,2-й этаж,Торговый центр,null,null,null
,14,95,"Шахта ""Шахтерская Глубокая""",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,14,55,пгт. Широкое,Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,2,96,"пл. Соборная, 17",Круглосуточно,Холл,Банковское подразделение,null,null,null
,9,96,"пр. Соборный, 18",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,96,"ул. Володарского, 65",Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,1,96,"ул. Карла Либкнехта, 32",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,8,96,"ул. Шевченка, 23",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,97,"пл. Победы, 10",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,97,"пл. Победы, 10",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,97,"пл. Путятинская, 1/63",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,97,"пр. Мира, 16",Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,1,97,"ул. Баранова, 127",Круглосуточно,Холл,Предприятие с ограниченным доступом,null,null,null
,25,97,"ул. Большая Бердичевская, 16",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,97,"ул. Большая Бердичевская, 28/1",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,97,"ул. Ватутина, 172",Круглосуточно,Наружный,Предприятие с ограниченным доступом,null,null,null
,7,97,"ул. Витрука, 9 Б",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,3,97,"ул. Киевская, 102",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,97,"ул. Киевская, 102",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,97,"ул. Киевская, 25",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,97,"ул. Киевская, 29",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,20,97,"ул. Киевская, 39",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,5,97,"ул. Киевская, 77",08:00 - 22:00,Внутренний,Торговый центр,null,null,null
,7,97,"ул. Королёва, 150 А",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,3,97,"ул. Львовская, 2-8",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,10,97,"ул. Михайловская, 16",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,97,"ул. Победы, 29",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,97,"ул. Согласия, 3/75",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,6,97,"ул. Театральная, 13",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,97,"ул. Черняховского, 8",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,16,97,"ул. Щорса, 18",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,97,"ул. Щорса, 5/1",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,98,"Бердичевское шоссе, 3",Круглосуточно,Наружный,Медицинские учреждения,null,null,null
,5,99,"ул. Грушевского, 34",Круглосуточно,Наружный,Торговый центр,null,null,null
,5,99,"ул. Кирова, 30",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,99,"ул. Красина, 4",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,99,"ул. Октябрьская, 11 Б",08:00 - 23:00,1-й этаж,"Фабрика, завод, организация",null,null,null
,8,100,"ул. Большевицкая, 103",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,101,"ул. Кантимировская, 1",Круглосуточно,Наружный,Другие или неподдающиеся классификации,null,null,null
,8,102,"ул. Шевченко, 28/2",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,102,"ул. Шевченко, 37/2",Круглосуточно,Холл,Банковское подразделение,null,null,null
,6,102,"ул. Шевченко, 7",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,103,"ул. Советская, 48",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,104,"ул. Богдана Хмельницкого, 9",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,105,"ул. Бурды, 49",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,106,"ул. Кошута, 7",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,13,107,"ул. Белецкая, 20",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,108,"пл. Мира, 18/2",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,108,"ул. Беляева, 3",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,null,null,null
,2,108,"ул. Духновича, 3",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,13,108,"ул. Космонавта Беляева, 12",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,3,108,"ул. Мира, 3",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,8,108,"ул. Новый Пассаж, 6",Круглосуточно,Наружный,Туристические учреждения и маршруты,null,null,null
,5,108,"ул. Пушкина, 11",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,108,"ул. Пушкина, 16",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,109,"ул. Главная, 57",Круглосуточно,Холл,Торговый центр,null,null,null
,7,110,"ул. Освобождения, 95",Круглосуточно,Наружный,Торговый центр,null,null,null
,25,111,"санаторий ""Квитка Полонины""",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,8,112,"ул. Ленина, 16",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,112,"ул. Ленина, 53",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,113,"пл. Кирила и Мефодия, 4",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,9,113,"пл. Корятовича, 2",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,12,113,"пл. Шандора Петефи, 40",Круглосуточно,Наружный,Банковское подразделение,null,null,null
